Autor_x,Autor_y,Trabalhos_Juntos
MARIANA RECAMONDE-MENDOZA,OTÁVIO VON AMELN LOVISON,1
MARIANA RECAMONDE-MENDOZA,RAFAELA RAMALHO GUERRA,1
MARIANA RECAMONDE-MENDOZA,THAYNE WOYCINCK KOWALSKI,1
MARIANA RECAMONDE-MENDOZA,URSULA MATTE,1
MARIANO SALVETTI,NORA REYES,1
MARINA TERESA PIRES VIEIRA,RICARDO RODRIGUES CIFERRI,1
MARINA TERESA PIRES VIEIRA,RODRIGO DE SOUSA GOMIDE,1
MARISA S. FRANCO,SIMONE DOMINICO,1
MARISA S. FRANCO,TIAGO RODRIGO KEPE,1
MARISTELA HOLANDA,THIAGO P. FALEIROS,1
MARJORIE DE ASSIS GOLIM,MICHELE JANEGITZ ACORCI-VALÉRIO,1
MARJORIE DE ASSIS GOLIM,PATRICIA CARVALHO GARCIA,1
MARJORIE DE ASSIS GOLIM,RENATO MASSAHARU HASSUNUMA,1
MARJORIE DE ASSIS GOLIM,SANDRA HELOISA NUNES MESSIAS,1
MARKUS WAGNER,MICHAEL P. HAUSTEIN,1
MARKUS WAGNER,THEO HAERDER,1
ALBERTO H. F. LAENDER,LUCIANO VILAS BOAS ESPERIDIÃO,1
MARTA MATTOSO,SÉRGIO MANUEL  SERRA DA CRUZ,1
MARTA MATTOSO,TATIANE LIMA DA SILVA,1
MARTA MATTOSO,THAYLON GUEDES,1
ALBERTO H. F. LAENDER,MARCELO TEIXEIRA,1
MARTA MATTOSO,VÍTOR SILVA,1
MATHEUS A. DOS SANTOS,NAZARENO ANDRADE,1
MATHEUS SILVA MOTA,SANDRA GOUTTE,1
MATHEUS XAVIER SAMPAIO,REGIS PIRES MAGALHÃES,1
MATHEUS XAVIER SAMPAIO,TICIANA LINHARES COELHO DA SILVA,1
MATTHIAS WIELAND,PASCAL HIRMER,1
ALBERTO H. F. LAENDER,MIRELLA M. MORO,1
MELISSA LEMOS,YENIER TORRES IZQUIERDO,1
MICHAEL BAUER,MÁRIO DANTAS,1
MICHAEL BAUER,REGINA BRAGA,1
MICHAEL BAUER,VICTOR STRÖELE,1
MICHAEL MIREKU KWAKYE,MÁRIO SERGIO DA SILVA,1
MICHAEL MIREKU KWAKYE,VALÉRIA CESÁRIO TIMES,1
MICHAEL P. HAUSTEIN,THEO HAERDER,1
MICHAEL VASSILAKOPOULOS,RICARDO RODRIGUES CIFERRI,1
MICHEL  EUSTÁQUIO DANTAS CHAVES,VICTOR HUGO  ROHDEN PRUDENTE,1
MICHEL BOAVENTURA,WAGNER MEIRA JR.,1
ALBERTO H. F. LAENDER,MOISÉS G DE CARVALHO,1
MICHELE A. BRANDÃO,NATÉRCIA A. BATISTA,1
MICHELE A. BRANDÃO,PEDRO O. S. VAZ DE MELO,1
MICHELE JANEGITZ ACORCI-VALÉRIO,PATRICIA CARVALHO GARCIA,1
MICHELE JANEGITZ ACORCI-VALÉRIO,RENATO MASSAHARU HASSUNUMA,1
MICHELE JANEGITZ ACORCI-VALÉRIO,SANDRA HELOISA NUNES MESSIAS,1
MIGUEL G. P. DE CARVALHO,VANESSA BRAGANHOLO,1
MILENA MAGALHÃES,NICOLAS CARELS,1
MILTON BITTENCOURT S. NETO,RONALDO DOS SANTOS MELLO,1
MIRELLA M. MORO,NATÉRCIA A. BATISTA,1
MIRELLA M. MORO,PEDRO O. S. VAZ DE MELO,1
MIRELLA M. MORO,RENATO C. FERREIRA,1
MIRELLA M. MORO,THIAGO H. P. SILVA,1
MIRELLA M. MORO,WALLISON W. GUIMARÃES,1
MOHAMMED J. ZAKI,WAGNER MEIRA JR.,1
MURILLO G. CARNEIRO,THIAGO H. CUPERTINO,1
MÁRCIO K. OIKAWA,PEDRO L. TAKECIAN,1
MÁRIO DANTAS,REGINA BRAGA,1
MÁRIO DANTAS,VICTOR STRÖELE,1
MÁRIO SERGIO DA SILVA,VALÉRIA CESÁRIO TIMES,1
ALBERTO H. F. LAENDER,PEDRO O. S. VAZ DE MELO,1
MÔNICA R. P. FERREIRA,ROBSON LEONARDO FERREIRA CORDEIRO,1
ALBERTO H. F. LAENDER,PÉTERSON SAMPAIO PROCÓPIO JÚNIOR,1
NANDAMUDI L. VIJAYKUMAR,RODRIGO M. MARIANO,1
NATHÁLIA S. C. SANTOS,ODARA A. OLIVEIRA,1
NATHÁLIA S. C. SANTOS,PRISCILA C. ALVES,1
NEUCIMAR A. LEITE,NÁDIA P. KOZIEVITCH,1
ALBERTO H. F. LAENDER,THIAGO SALLES,1
NEUCIMAR A. LEITE,UMA MURTHY,1
NILDIMAR A. HONÓRIO,RAQUEL M. LANA,1
NILDIMAR A. HONÓRIO,TIAGO GARCIA DE SENNA CARNEIRO,1
NIVIO ZIVIANI,OSVALDO MATOS-JUNIOR,1
NIVIO ZIVIANI,THALES F. COSTA,1
ALDO VON WANGENHEIM,ANDREI DE SOUZA INÁCIO,1
ALDO VON WANGENHEIM,HARLEY MICHEL WAGNER,1
NÁDIA P. KOZIEVITCH,UMA MURTHY,1
NÍCOLAS ROQUE DOS SANTOS,RICARDO MARCONDES MARCACINI,1
ODARA A. OLIVEIRA,PRISCILA C. ALVES,1
OSCAR PASTOR,ROBSON  DO NASCIMENTO FIDALGO,1
OSCAR PASTOR,SERGIO ESPAÑA,1
ALDO VON WANGENHEIM,LEONARDO ANDRADE RIBEIRO,1
OSVALDO L.H.M. FONSECA,RAQUEL C. DE MELO-MINARDI,1
OSVALDO L.H.M. FONSECA,RUBENS E.A. MOREIRA,1
OSVALDO L.H.M. FONSECA,WAGNER MEIRA JR.,1
OTÁVIO D. A. ALCÂNTARA,RICARDO BAEZA-YATES,1
OTÁVIO M. M. ZUCHERATTO,THIAGO H. P. SILVA,1
OTÁVIO M. M. ZUCHERATTO,VICTOR AUGUSTO L. CRUZ,1
OTÁVIO M. M. ZUCHERATTO,WELTON SANTOS,1
OTÁVIO VON AMELN LOVISON,RAFAELA RAMALHO GUERRA,1
OTÁVIO VON AMELN LOVISON,THAYNE WOYCINCK KOWALSKI,1
OTÁVIO VON AMELN LOVISON,URSULA MATTE,1
P. DO CARMO,R. MARCACINI,1
P. SILVEIRA,W. F. MAGALHÃES,1
PATRICIA C. SARAIVA,PETRINA A. S. KIMURA,1
PATRICIA C. SARAIVA,RICARDO DA S. TORRES,1
PATRICIA CARVALHO GARCIA,RENATO MASSAHARU HASSUNUMA,1
PATRICIA CARVALHO GARCIA,SANDRA HELOISA NUNES MESSIAS,1
PATRICK A. BUNGAMA,WENDEL M. DE OLIVEIRA,1
PATRICK VALDURIEZ,YVES LE TRAON,1
PATRÍCIA MAIA,WAGNER MEIRA JR.,1
PAULO ANTONIO LEAL REGO,REGIS PIRES MAGALHÃES,1
PAULO C. BARBOSA FERNANDES,RENATA S.S. GUIZZARDI,1
PAULO HENRIQUE RIBEIRO,RODRIGO HENRIQUE RAMOS,1
PAULO JUNIOR RAMIRO,RAFAEL ALCESTE BERRI,1
PAULO JUNIOR RAMIRO,VIVIANE LEITE DIAS DE MATTOS,1
PAULO PIRES,REBECCA SALLES,1
PAULO T. GUERRA,REGIS PIRES MAGALHÃES,1
PAULO T. GUERRA,SIMONE D. J. BARBOSA,1
PAULO T. GUERRA,TICIANA LINHARES COELHO DA SILVA,1
PEDRO GABRIEL KOHL BERTELLA,RAFAEL ALVES PAES DE OLIVEIRA,1
PEDRO GABRIEL KOHL BERTELLA,YURI KASZUBOWSKI LOPES,1
PEDRO H. CALAIS GUERRA,THIAGO C. PORTO,1
PEDRO H. CALAIS GUERRA,VIRGÍLIO ALMEIDA,1
PEDRO H. CALAIS GUERRA,WAGNER MEIRA JR.,1
ALDO VON WANGENHEIM,NATÁLIA CRISTINA SCHNEIDER,1
PEDRO LOURES ALZAMORA,RAMON A. S. FRANCO,1
PEDRO LOURES ALZAMORA,RAQUEL SCHNEIDER,1
PEDRO LOURES ALZAMORA,TEREZA BERNARDES,1
PEDRO LUIZ PIZZIGATTI CORRÊA,RENATO OKABAYASHI MIYAJI,1
PEDRO R. ANDRADE,TIAGO GARCIA DE SENNA CARNEIRO,1
PEDRO R. PIRES,RENATO DE S. SILVA,1
PEDRO R. PIRES,TIAGO A. ALMEIDA,1
PEDRO Y. A. PAIVA,VICTOR S. NUNES,1
PETRINA A. S. KIMURA,RICARDO DA S. TORRES,1
PHILIPPE PREUX,SANDRA DE AMO,1
PRISCILA P. COLTRI,SANTIAGO AUGUSTO NUNES,1
PÁVEL CALADO,THIAGO CARDOSO,1
PÉTERSON SAMPAIO PROCÓPIO JÚNIOR,THIAGO SALLES,1
RAFAEL ALCESTE BERRI,VIVIANE LEITE DIAS DE MATTOS,1
RAFAEL ALVES PAES DE OLIVEIRA,YURI KASZUBOWSKI LOPES,1
RAFAEL BOMFIM,RICARDO MARCONDES MARCACINI,1
RAFAEL BOMFIM,SOLANGE O. REZENDE,1
RAFAEL DAVID QUIRINO,SIDNEY RIBEIRO-JUNIOR,1
RAFAEL DAVID QUIRINO,WELLINGTON SANTOS MARTINS,1
RAFAEL G. ROSSI,RICARDO MARCONDES MARCACINI,1
RAFAEL G. ROSSI,SOLANGE O. REZENDE,1
RAFAEL L. ROCHA,RENATO C. FERREIRA,1
RAFAEL PEREIRA DE OLIVEIRA,RAPHAEL MARINS,1
RAFAEL PEREIRA DE OLIVEIRA,SÉRGIO LIFSCHITZ,1
RAFAEL SACHETTO OLIVEIRA,RAÍSSA C. D. GRACIANO,1
RAFAEL SACHETTO OLIVEIRA,ROSIANE P. SANTOS,1
RAFAEL T. ANCHIÊTA,RAIMUNDO S. MOURA,1
RAFAELA RAMALHO GUERRA,THAYNE WOYCINCK KOWALSKI,1
RAFAELA RAMALHO GUERRA,URSULA MATTE,1
RAMESH PINNAMANENI,RONALDO DOS SANTOS MELLO,1
RAMON A. S. FRANCO,RAQUEL SCHNEIDER,1
RAMON A. S. FRANCO,TEREZA BERNARDES,1
RAPHAEL MARINS,SÉRGIO LIFSCHITZ,1
RAQUEL C. DE MELO-MINARDI,RUBENS E.A. MOREIRA,1
RAQUEL C. DE MELO-MINARDI,VIVIAN MORAIS PAIXÃO,1
RAQUEL C. DE MELO-MINARDI,WAGNER MEIRA JR.,1
RAQUEL M. LANA,TIAGO GARCIA DE SENNA CARNEIRO,1
RAQUEL SCHNEIDER,TEREZA BERNARDES,1
RAUNI BORGES MARQUES,SERGIO A. POVEDA-CUEVAS,1
RAÍSSA C. D. GRACIANO,ROSIANE P. SANTOS,1
REGINA BRAGA,VICTOR STRÖELE,1
REGIS PIRES MAGALHÃES,RONILDO OLIVEIRA DA SILVA,1
REGIS PIRES MAGALHÃES,SIMONE D. J. BARBOSA,1
ALDRI L. DOS SANTOS,CARMEM S. HARA,1
RENATA FREITAS ARAÚJO-CALUMBY,RODRIGO TRIPODI CALUMBY,1
RENATA GALANTE,SERIGNE K. MBAYE,1
RENATO ASSUNÇÃO,SARA GUIMARÃES,1
RENATO ASSUNÇÃO,WAGNER MEIRA JR.,1
RENATO BUENO,WILLIAN DENER DE OLIVEIRA,1
RENATO C. FERREIRA,WALLISON W. GUIMARÃES,1
RENATO DE S. SILVA,TIAGO A. ALMEIDA,1
RENATO FILETO,RONALDO DOS SANTOS MELLO,1
ALDRI L. DOS SANTOS,NUNO M. F. GONÇALVES,1
RENATO JAVIER M. MOGROVEJO,SÉRGIO LIFSCHITZ,1
RENATO MARROQUÍN,SÉRGIO LIFSCHITZ,1
RENATO MASSAHARU HASSUNUMA,SANDRA HELOISA NUNES MESSIAS,1
RICARDO C. SPERANDIO,SILVIO J.F. GUIMARÃES,1
RICARDO C. SPERANDIO,ZENILTON K.G. PATROCÍNIO JR.,1
RICARDO DA S. TORRES,UMA MURTHY,1
RICARDO GONÇALVES COELHO,YVES LE TRAON,1
RICARDO MARCONDES MARCACINI,RUDINEI GOULARTE,1
ALDÉRYCK FÉLIX DE ALBUQUERQUE,ANDRÉ NASCIMENTO,1
RICARDO MARCONDES MARCACINI,THIAGO P. FALEIROS,1
RICARDO MARCONDES MARCACINI,VICTOR H. F. LISBOA,1
RICARDO MARCONDES MARCACINI,VINICIUS R. P. BORGES,1
ALDÉRYCK FÉLIX DE ALBUQUERQUE,ANDRÊZA LEITE DE ALENCAR,1
RICARDO RODRIGUES CIFERRI,RODRIGO DE SOUSA GOMIDE,1
ALDÉRYCK FÉLIX DE ALBUQUERQUE,IBSEN MATEUS BITTENCOURT,1
ALDÉRYCK FÉLIX DE ALBUQUERQUE,RAFAEL FERREIRA MELLO,1
ROBERT GOTTSTEIN,TODOR IVANOV,1
ROBERTO U. PAIVA,SÁVIO S. T. DE OLIVEIRA,1
ROBERTO U. PAIVA,WELLINGTON SANTOS MARTINS,1
ROBSON  DO NASCIMENTO FIDALGO,SERGIO ESPAÑA,1
ALEJANDRO BUCHMANN,DANIEL BAUSCH,1
ROBSON LEONARDO FERREIRA CORDEIRO,WILLIAM ZANIBONI SILVA,1
ROBSON LEONARDO FERREIRA CORDEIRO,WILLIAN DENER DE OLIVEIRA,1
RODRIGO C. BARROS,ROGER GRANADA,1
RODRIGO C. BARROS,THIAGO F. COVÕES,1
RODRIGO C. BARROS,THIAGO H. P. SILVA,1
RODRIGO C. LIRA,RODRIGO P. MONTEIRO,1
ALEJANDRO BUCHMANN,ILIA PETROV,1
ALEJANDRO BUCHMANN,ROBERT GOTTSTEIN,1
RODRIGO SMARZARO,SALATIEL RIBEIRO DOS SANTOS,1
ROGERS REICHE DE MENDONÇA,SÉRGIO MANUEL  SERRA DA CRUZ,1
ALEJANDRO BUCHMANN,TODOR IVANOV,1
ALESSANDRO GUSTAVO FIOR,EDUARDO CUNHA DE ALMEIDA,1
RONALDO DOS SANTOS MELLO,VANIA BOGORNY,1
ROSSANA M. C. ANDRADE,TALES P. NOGUEIRA,1
RUBENS E.A. MOREIRA,WAGNER MEIRA JR.,1
RUDINEI GOULARTE,TIAGO HENRIQUE TROJAHN,1
SALLES V. G. MAGALHÃES,W. R. FRANKLIN,1
SARA GUIMARÃES,WAGNER MEIRA JR.,1
SASCHA SARETZ,SEBASTIAN LEHRACK,1
SIDNEY RIBEIRO-JUNIOR,WELLINGTON SANTOS MARTINS,1
SILVIO J.F. GUIMARÃES,ZENILTON K.G. PATROCÍNIO JR.,1
SIMONE D. J. BARBOSA,TICIANA LINHARES COELHO DA SILVA,1
SIMONE DOMINICO,TIAGO RODRIGO KEPE,1
STAN MATWIN,VALÉRIA CESÁRIO TIMES,1
SÁVIO S. T. DE OLIVEIRA,SÉRGIO T. CARVALHO,1
ALESSANDRO GUSTAVO FIOR,JORGE AUGUSTO MEIRA,1
ALESSANDRO GUSTAVO FIOR,MARCOS DIDONET DEL FABRO,1
SÉRGIO LIFSCHITZ,VERONICA DOS SANTOS,1
SÉRGIO T. CARVALHO,VAGNER JOSÉ DO SACRAMENTO RODRIGUES,1
ALESSANDRO GUSTAVO FIOR,RICARDO GONÇALVES COELHO,1
TATIANE LIMA DA SILVA,VANESSA BRAGANHOLO,1
THAYLON GUEDES,VÍTOR SILVA,1
THAYNE WOYCINCK KOWALSKI,URSULA MATTE,1
THIAGO BORGES DE OLIVEIRA,VAGNER JOSÉ DO SACRAMENTO RODRIGUES,1
THIAGO C. PORTO,VIRGÍLIO ALMEIDA,1
THIAGO C. PORTO,WAGNER MEIRA JR.,1
A. S. C. MELO,D. L. CARVALHO,1
ALESSANDRO GUSTAVO FIOR,YVES LE TRAON,1
VAGNER JOSÉ DO SACRAMENTO RODRIGUES,WENDEL M. DE OLIVEIRA,1
VALÉRIA CESÁRIO TIMES,VANIA MARIA P. VIDAL,1
VALÉRIA M. PEQUENO,VANIA MARIA P. VIDAL,1
VALÉRIA M. PEQUENO,WELLINGTON FRANCO,1
VANESSA BRAGANHOLO,VITOR GAMA LEMOS,1
VANESSA BRAGANHOLO,WELLINGTON OLIVEIRA,1
VANIA MARIA P. VIDAL,WELLINGTON FRANCO,1
VICTOR AUGUSTO L. CRUZ,WELTON SANTOS,1
VICTOR H. F. LISBOA,VINICIUS R. P. BORGES,1
VICTOR STRÖELE,YAN MENDES,1
VINICIUS DA F. VIEIRA,VITOR E. DO CARMO,1
VINÍCIUS G. BRAGA,WENDEL M. DE OLIVEIRA,1
VIRGÍLIO ALMEIDA,WAGNER MEIRA JR.,1
ABÍLIO NOGUEIRA BARROS,ALDÉRYCK FÉLIX DE ALBUQUERQUE,1
ABDUL NIZAR M.,SREENIVASA KUMAR PULIGUNDLA,1
ABÍLIO NOGUEIRA BARROS,RAFAEL FERREIRA MELLO,1
ADALBERTO CAJUEIRO,ALLAN SALES,1
ADALBERTO CAJUEIRO,LEANDRO BALBY,1
ADENILSO SIMAO,ADRIANE FEIJÓ EVANGELISTA,1
ADENILSO SIMAO,ALFREDO GUILHERME SOUZA,1
ADENILSO SIMAO,CYNTHIA DE OLIVEIRA LAGE FERREIRA,1
ADENILSO SIMAO,JORGE FRANCISCO CUTIGI,1
ADENILSO SIMAO,PAULO HENRIQUE RIBEIRO,1
ADENILSO SIMAO,RODRIGO HENRIQUE RAMOS,1
ADOLFO GUIMARÃES,ANISIO LACERDA,1
ADOLFO GUIMARÃES,GISELE LOBO PAPPA,1
ADOLFO GUIMARÃES,NIVIO ZIVIANI,1
ADOLFO GUIMARÃES,THALES F. COSTA,1
ADRIANA MEXICANO,CARLOS EDUARDO S. PIRES,1
ABÍLIO NOGUEIRA BARROS,ANDRÊZA LEITE DE ALENCAR,1
